书本id	书名	作者	类别	好评	差评	下载地址
8970	《汉末皇叔》	作者：诸葛清风	历史·军事	50	16	http://185.163.45.196/13/hmhs,zgqf.rar ， http://45.138.97.38/13/hmhs,zgqf.rar
9088	《大奸雄》	作者：磕蹦	历史·军事	35	18	http://185.163.45.196/13/djx,kbT.rar ， http://45.138.97.38/13/djx,kbT.rar
6921	《仙道厚黑录》	作者：雪峰	武侠·仙侠	43	12	http://185.163.45.196/11/xdhhl,xfT.rar ， http://45.138.97.38/11/xdhhl,xfT.rar
8899	《大宋的智慧》	作者：孑与2	历史·军事	577	85	http://185.163.45.196/13/dsdzh,zy2T.rar ， http://45.138.97.38/13/dsdzh,zy2T.rar
7750	《大唐仙魔传》	作者：唐三葬	武侠·仙侠	30	30	http://185.163.45.196/11/dtxmz,tszT.rar ， http://45.138.97.38/11/dtxmz,tszT.rar
6248	《七界传说前传》	作者：心梦无痕	武侠·仙侠	223	48	http://185.163.45.196/11/qjcsqz,xmwhT.rar ， http://45.138.97.38/11/qjcsqz,xmwhT.rar
6495	《从蛮荒走出的强者》	作者：小无相公	武侠·仙侠	29	26	http://185.163.45.196/11/cmhzcdqz,xwxgT.rar ， http://45.138.97.38/11/cmhzcdqz,xwxgT.rar
6695	《江湖之路》	作者：夜寒星	武侠·仙侠	24	8	http://185.163.45.196/11/jhzl,yhxT.rar ， http://45.138.97.38/11/jhzl,yhxT.rar
6980	《剑谷幽魂》	作者：倪匡	武侠·仙侠	17	8	http://185.163.45.196/11/jgyh,nkT.rar ， http://45.138.97.38/11/jgyh,nkT.rar
8826	《赝医》	作者：望平安	历史·军事	47	7	http://185.163.45.196/13/yy,wpaT.rar ， http://45.138.97.38/13/yy,wpaT.rar
8915	《金牌小书童》	作者：汰笑洒	历史·军事	66	42	http://185.163.45.196/13/jpxst,txsT.rar ， http://45.138.97.38/13/jpxst,txsT.rar
6561	《随身仙府》	作者：九阳仙尊	武侠·仙侠	50	27	http://185.163.45.196/11/ssxf,jyxzT.rar ， http://45.138.97.38/11/ssxf,jyxzT.rar
10793	《弃僧》	作者：胖子爱吃炖豆角	奇幻·玄幻	132	226	http://185.163.45.196/18/qs,pzacddj.rar ， http://45.138.97.38/18/qs,pzacddj.rar
10780	《执掌乾坤》	作者：乌山云雨	奇幻·玄幻	153	198	http://185.163.45.196/18/zzqk,wsyy.rar ， http://45.138.97.38/18/zzqk,wsyy.rar
6419	《仙徊》	作者：笛沃	武侠·仙侠	17	7	http://185.163.45.196/11/xh,dwT.rar ， http://45.138.97.38/11/xh,dwT.rar
8853	《龙起南洋》	作者：流泪的鱼wyj	历史·军事	115	28	http://185.163.45.196/13/lqny,lldywyjT.rar ， http://45.138.97.38/13/lqny,lldywyjT.rar
8721	《大宋时代周刊》	作者：戴小楼	历史·军事	81	28	http://185.163.45.196/13/dssdzk,dxlT.rar ， http://45.138.97.38/13/dssdzk,dxlT.rar
8707	《奥古斯都之路》	作者：幸运的苏拉	历史·军事	131	28	http://185.163.45.196/13/agsdzl,xydslT.rar ， http://45.138.97.38/13/agsdzl,xydslT.rar
6578	《升邪》	作者：豆子惹的祸	武侠·仙侠	453	27	http://185.163.45.196/11/sx,dzrdhT.rar ， http://45.138.97.38/11/sx,dzrdhT.rar
8808	《将血》	作者：河边草	历史·军事	262	20	http://185.163.45.196/13/jx,hbcT.rar ， http://45.138.97.38/13/jx,hbcT.rar
10791	《神荒龙帝》	作者：妖月夜	奇幻·玄幻	110	106	http://185.163.45.196/18/shld,yyy.rar ， http://45.138.97.38/18/shld,yyy.rar
8796	《抗日之兵魂传说》	作者：丑牛1985	历史·军事	164	64	http://185.163.45.196/13/krzbhcs,cn1985T.rar ， http://45.138.97.38/13/krzbhcs,cn1985T.rar
8787	《数据三国》	作者：三卷天书	历史·军事	34	26	http://185.163.45.196/13/sjsg,sjtsT.rar ， http://45.138.97.38/13/sjsg,sjtsT.rar
10829	《造化炼体决》	作者：零下5度01	奇幻·玄幻	186	136	http://185.163.45.196/18/zhltj,lx5d01.rar ， http://45.138.97.38/18/zhltj,lx5d01.rar
6531	《武侠大宗师》	作者：赤坚	武侠·仙侠	81	43	http://185.163.45.196/11/wxdzs,cjT.rar ， http://45.138.97.38/11/wxdzs,cjT.rar
6907	《搜神记》	作者：树下野狐	武侠·仙侠	409	52	http://185.163.45.196/11/ssj,sxyhT.rar ， http://45.138.97.38/11/ssj,sxyhT.rar
2194	《猛兽记》	作者：知秋	竞技·游戏	136	9	http://185.163.45.196/04/mengshouji zuozhezhiqiut.rar ， http://45.138.97.38/04/mengshouji zuozhezhiqiut.rar
6452	《混乱洪荒》	作者：贫道潜水	武侠·仙侠	14	18	http://185.163.45.196/11/hlhh,pdqsT.rar ， http://45.138.97.38/11/hlhh,pdqsT.rar
7238	《网游之无敌战神》	作者：倦鸟先睡	竞技·游戏	39	9	http://185.163.45.196/04/wyzwdzs,jnxsT.rar ， http://45.138.97.38/04/wyzwdzs,jnxsT.rar
10774	《皇道》	作者：雾外江山	奇幻·玄幻	106	130	http://185.163.45.196/18/hd,wwjs.rar ， http://45.138.97.38/18/hd,wwjs.rar
2443	《随身带个英雄联盟客户端》	作者：懒到不想呼吸	竞技·游戏	50	54	http://185.163.45.196/04/suishendaigeyingxionglianmengkehuduan zuozhelandaobuxianghuxit.rar ， http://45.138.97.38/04/suishendaigeyingxionglianmengkehuduan zuozhelandaobuxianghuxit.rar
2182	《无敌红警在异界》	作者：清竹小榭	竞技·游戏	51	26	http://185.163.45.196/04/wudihongjingzaiyijie zuozheqingzhuxiaoxiet.rar ， http://45.138.97.38/04/wudihongjingzaiyijie zuozheqingzhuxiaoxiet.rar
2453	《终极牧师》	作者：夏小白	竞技·游戏	53	13	http://185.163.45.196/04/zhongjimushi zuozhexiaxiaobait.rar ， http://45.138.97.38/04/zhongjimushi zuozhexiaxiaobait.rar
2503	《网游之枪神》	作者：十四使徒	竞技·游戏	53	12	http://185.163.45.196/04/wangyouzhiqiangshen zuozheshisishitut.rar ， http://45.138.97.38/04/wangyouzhiqiangshen zuozheshisishitut.rar
6967	《道行仙缘》	作者：凤兮凡鸟	武侠·仙侠	22	3	http://185.163.45.196/11/dxxy,fxfnT.rar ， http://45.138.97.38/11/dxxy,fxfnT.rar
10839	《神武觉醒》	作者：百里玺	奇幻·玄幻	128	344	http://185.163.45.196/19/swjx,blx.rar ， http://45.138.97.38/19/swjx,blx.rar
6953	《仙鼎》	作者：莫默	武侠·仙侠	32	7	http://185.163.45.196/11/xd,mmT.rar ， http://45.138.97.38/11/xd,mmT.rar
2256	《英雄无敌大军在异界》	作者：玻璃心1	竞技·游戏	29	16	http://185.163.45.196/04/yingxiongwudidajunzaiyijie zuozhebolixin1t.rar ， http://45.138.97.38/04/yingxiongwudidajunzaiyijie zuozhebolixin1t.rar
10804	《超魔构筑师》	作者：刻羽	奇幻·玄幻	87	193	http://185.163.45.196/18/cmgzs,ky.rar ， http://45.138.97.38/18/cmgzs,ky.rar
6917	《蛮荒记》	作者：树下野狐	武侠·仙侠	274	24	http://185.163.45.196/11/mhj,sxyhT.rar ， http://45.138.97.38/11/mhj,sxyhT.rar
10794	《绝世皇帝》	作者：盛夏微暗	奇幻·玄幻	331	202	http://185.163.45.196/18/jshd,sxwa.rar ， http://45.138.97.38/18/jshd,sxwa.rar
10837	《剑王传说》	作者：失落叶	奇幻·玄幻	151	278	http://185.163.45.196/19/jwcs,sly.rar ， http://45.138.97.38/19/jwcs,sly.rar
10882	《混世矿工》	作者：牧尘客	都市·娱乐	157	263	http://185.163.45.196/19/hskg,mck.rar ， http://45.138.97.38/19/hskg,mck.rar
10777	《魔域》	作者：乱世狂刀	奇幻·玄幻	107	110	http://185.163.45.196/18/my,lskd.rar ， http://45.138.97.38/18/my,lskd.rar
10890	《山洼小富农》	作者：醛石	都市·娱乐	340	107	http://185.163.45.196/19/swxfn,qs.rar ， http://45.138.97.38/19/swxfn,qs.rar
10788	《艾泽拉斯圣光轨迹》	作者：驿路羁旅	奇幻·玄幻	399	83	http://185.163.45.196/18/azlssggj,yljl.rar ， http://45.138.97.38/18/azlssggj,yljl.rar
2326	《网游之大航海》	作者：龙骑	竞技·游戏	59	7	http://185.163.45.196/04/wangyouzhidahanghai zuozhelongqit.rar ， http://45.138.97.38/04/wangyouzhidahanghai zuozhelongqit.rar
10918	《全职抽奖系统》	作者：小城居民	都市·娱乐	103	340	http://185.163.45.196/19/qzcjxt,xcjm.rar ， http://45.138.97.38/19/qzcjxt,xcjm.rar
10820	《绝世剑姬》	作者：斩鬼	奇幻·玄幻	104	1406	http://185.163.45.196/18/jsjj,zg.rar ， http://45.138.97.38/18/jsjj,zg.rar
10783	《传奇族长》	作者：山人有妙计	奇幻·玄幻	246	120	http://185.163.45.196/18/cqzz,srymj.rar ， http://45.138.97.38/18/cqzz,srymj.rar
10789	《机械神皇》	作者：资产暴增	奇幻·玄幻	461	191	http://185.163.45.196/18/jxsh,zcbz.rar ， http://45.138.97.38/18/jxsh,zcbz.rar
10892	《桃源山庄》	作者：东人	都市·娱乐	105	170	http://185.163.45.196/19/tysz,dr.rar ， http://45.138.97.38/19/tysz,dr.rar
10881	《神级幸运星》	作者：辰机唐红豆	都市·娱乐	141	262	http://185.163.45.196/19/sjxyx,cjthd.rar ， http://45.138.97.38/19/sjxyx,cjthd.rar
9884	《济世鬼医》	作者：圣堂幽	科幻·灵异	50	29	http://185.163.45.196/15/jsgy,styT.rar ， http://45.138.97.38/15/jsgy,styT.rar
2488	《一个人的网游》	作者：风雨情	竞技·游戏	30	52	http://185.163.45.196/04/yigerendewangyou zuozhefengyuqingt.rar ， http://45.138.97.38/04/yigerendewangyou zuozhefengyuqingt.rar
2359	《网游之代练传说》	作者：大烟缸	竞技·游戏	175	19	http://185.163.45.196/04/wangyouzhidailianchuanshuo zuozhedayangangt.rar ， http://45.138.97.38/04/wangyouzhidailianchuanshuo zuozhedayangangt.rar
10818	《火帝神尊》	作者：西门飘血	奇幻·玄幻	78	221	http://185.163.45.196/18/hdsz,xmpx.rar ， http://45.138.97.38/18/hdsz,xmpx.rar
9768	《十四年猎鬼人》	作者：GhostFacer	科幻·灵异	44	13	http://185.163.45.196/15/ssnlgr,GhostFacerT.rar ， http://45.138.97.38/15/ssnlgr,GhostFacerT.rar
2492	《中国少年的甲子园》	作者：纯血战五渣	竞技·游戏	28	10	http://185.163.45.196/04/zhongguoshaoniandejiaziyuan zuozhechunxuezhanwuzhat.rar ， http://45.138.97.38/04/zhongguoshaoniandejiaziyuan zuozhechunxuezhanwuzhat.rar
10911	《梦醒细无声》	作者：第十个名字	都市·娱乐	106	317	http://185.163.45.196/19/mxxws,dsgmz.rar ， http://45.138.97.38/19/mxxws,dsgmz.rar
9811	《赶尸道长》	作者：紫梦幽龙	科幻·灵异	66	21	http://185.163.45.196/15/gsdz,zmylT.rar ， http://45.138.97.38/15/gsdz,zmylT.rar
2358	《异界全职业大师》	作者：庄毕凡	竞技·游戏	345	49	http://185.163.45.196/04/yijiequanzhiyedashi zuozhezhuangbifant.rar ， http://45.138.97.38/04/yijiequanzhiyedashi zuozhezhuangbifant.rar
10875	《传奇再现》	作者：伪戒	都市·娱乐	168	420	http://185.163.45.196/19/cqzx,wj.rar ， http://45.138.97.38/19/cqzx,wj.rar
10880	《不二掌门》	作者：善水	都市·娱乐	172	77	http://185.163.45.196/19/bezm,ss.rar ， http://45.138.97.38/19/bezm,ss.rar
2369	《独游》	作者：酒精过敏	竞技·游戏	191	10	http://185.163.45.196/04/duyou zuozhejiujingguomint.rar ， http://45.138.97.38/04/duyou zuozhejiujingguomint.rar
2223	《重生携带游戏空间》	作者：谢白衣	竞技·游戏	27	42	http://185.163.45.196/04/zhongshengxiedaiyouxikongjian zuozhexiebaiyit.rar ， http://45.138.97.38/04/zhongshengxiedaiyouxikongjian zuozhexiebaiyit.rar
2192	《独裁之剑》	作者：发飙的蜗牛	竞技·游戏	52	19	http://185.163.45.196/04/ducaizhijian zuozhefabiaodewoniut.rar ， http://45.138.97.38/04/ducaizhijian zuozhefabiaodewoniut.rar
9785	《异闻档案》	作者：墨绿青苔	科幻·灵异	29	6	http://185.163.45.196/15/ywda,mlqtT.rar ， http://45.138.97.38/15/ywda,mlqtT.rar
10894	《纯禽记者》	作者：高冷的沐小婧	都市·娱乐	139	249	http://185.163.45.196/19/cqjz,gldmxq.rar ， http://45.138.97.38/19/cqjz,gldmxq.rar
10891	《文艺大明星》	作者：卖萌无敌小小宝	都市·娱乐	137	188	http://185.163.45.196/19/wydmx,mmwdxxb.rar ， http://45.138.97.38/19/wydmx,mmwdxxb.rar
9128	《活人禁忌》	作者：盗门九当家	科幻·灵异	113	16	http://185.163.45.196/15/hrjj,dmjdjT.rar ， http://45.138.97.38/15/hrjj,dmjdjT.rar
9852	《活不过今夜》	作者：魂归故里	科幻·灵异	24	16	http://185.163.45.196/15/hbdjy,hgglT.rar ， http://45.138.97.38/15/hbdjy,hgglT.rar
9793	《我和尸体有个约会》	作者：浅蓝泡沫	科幻·灵异	24	13	http://185.163.45.196/15/whstygyh,qlpmT.rar ， http://45.138.97.38/15/whstygyh,qlpmT.rar
10916	《超品相师》	作者：九灯和善	都市·娱乐	729	271	http://185.163.45.196/19/cjxs,jdhs.rar ， http://45.138.97.38/19/cjxs,jdhs.rar
10915	《过关》	作者：飞翔的浪漫	都市·娱乐	84	133	http://185.163.45.196/19/gg,fxdlm.rar ， http://45.138.97.38/19/gg,fxdlm.rar
9765	《连环罪：心理有诡》	作者：墨绿青苔	科幻·灵异	39	10	http://185.163.45.196/15/lhzxlyg,mlqtT.rar ， http://45.138.97.38/15/lhzxlyg,mlqtT.rar
9840	《星际食尸鬼》	作者：星际食种	科幻·灵异	59	47	http://185.163.45.196/15/xjssg,xjszT.rar ， http://45.138.97.38/15/xjssg,xjszT.rar
9816	《生活在黑暗时代》	作者：刺嫩芽	科幻·灵异	21	23	http://185.163.45.196/15/shzhasd,cnyT.rar ， http://45.138.97.38/15/shzhasd,cnyT.rar
9773	《星球逃亡》	作者：爱打斗地主	科幻·灵异	186	47	http://185.163.45.196/15/xqtw,adddzT.rar ， http://45.138.97.38/15/xqtw,adddzT.rar
10902	《捡宝王》	作者：全金属弹壳	都市·娱乐	474	142	http://185.163.45.196/19/jbw,qjsdk.rar ， http://45.138.97.38/19/jbw,qjsdk.rar
10886	《超级败家子》	作者：一朵菊花	都市·娱乐	132	589	http://185.163.45.196/19/cjbjz,ydjh.rar ， http://45.138.97.38/19/cjbjz,ydjh.rar
10917	《古井观传奇》	作者：困的睡不着	都市·娱乐	379	118	http://185.163.45.196/19/gjgcq,kdsbz.rar ， http://45.138.97.38/19/gjgcq,kdsbz.rar
9095	《黄泉阴镖》	作者：夏南柳(流浪的法神本尊)	科幻·灵异	37	3	http://185.163.45.196/15/hqyb,xnlT.rar ， http://45.138.97.38/15/hqyb,xnlT.rar
9790	《末世神座》	作者：伙夫黄小五	科幻·灵异	121	51	http://185.163.45.196/15/mssz,hfhxwT.rar ， http://45.138.97.38/15/mssz,hfhxwT.rar
9774	《回魂请开手机》	作者：我爱自由	科幻·灵异	19	17	http://185.163.45.196/15/hhqksj,wazyT.rar ， http://45.138.97.38/15/hhqksj,wazyT.rar
9841	《活死人》	作者：雁门关外	科幻·灵异	28	27	http://185.163.45.196/15/hsr,ymgwT.rar ， http://45.138.97.38/15/hsr,ymgwT.rar
10668	《御天神帝》	作者：乱世狂刀	奇幻·玄幻	268	88	http://185.163.45.196/18/ytsd,lskd.rar ， http://45.138.97.38/18/ytsd,lskd.rar
10690	《刀破苍穹》	作者：何无恨	奇幻·玄幻	125	474	http://185.163.45.196/18/dpcq,hwh.rar ， http://45.138.97.38/18/dpcq,hwh.rar
10771	《灭世魔帝》	作者：沉默的糕点	奇幻·玄幻	424	271	http://185.163.45.196/18/msmd,cmdgd.rar ， http://45.138.97.38/18/msmd,cmdgd.rar
10694	《天道之宰》	作者：叶奇	奇幻·玄幻	77	187	http://185.163.45.196/18/tdzz,yq.rar ， http://45.138.97.38/18/tdzz,yq.rar
5403	《仙道之主》	作者：雾外江山	武侠·仙侠	37	8	http://185.163.45.196/11/xdzz,wwjsT.rar ， http://45.138.97.38/11/xdzz,wwjsT.rar
8377	《黑色武林》	作者：一言九顶	武侠·仙侠	28	14	http://185.163.45.196/11/hswl,yyjdT.rar ， http://45.138.97.38/11/hswl,yyjdT.rar
8939	《修仙之任务系统》	作者：龙骨粥	武侠·仙侠	35	11	http://185.163.45.196/11/xxzrwxt,lgzT.rar ， http://45.138.97.38/11/xxzrwxt,lgzT.rar
8463	《超级驸马》	作者：淡雅的墨水	历史·军事	48	31	http://185.163.45.196/12/cjfm,dydmsT.rar ， http://45.138.97.38/12/cjfm,dydmsT.rar
8550	《我的二战不可能这么萌》	作者：月面	历史·军事	594	46	http://185.163.45.196/13/wdezbknzmm,ymT.rar ， http://45.138.97.38/13/wdezbknzmm,ymT.rar
8438	《大唐狂士》	作者：高月	历史·军事	53	15	http://185.163.45.196/12/dtks,gyT.rar ， http://45.138.97.38/12/dtks,gyT.rar
5670	《仙之侠盗》	作者：不想当菜鸟	武侠·仙侠	25	16	http://185.163.45.196/11/xzxd,bxdcnT.rar ， http://45.138.97.38/11/xzxd,bxdcnT.rar
8400	《红警之索马里》	作者：华丽的虚伪	历史·军事	152	50	http://185.163.45.196/12/hjzsml,hldxwT.rar ， http://45.138.97.38/12/hjzsml,hldxwT.rar
10684	《魔神乐园》	作者：熊狼狗	奇幻·玄幻	780	176	http://185.163.45.196/18/msly,xlg.rar ， http://45.138.97.38/18/msly,xlg.rar
10708	《随身英雄杀》	作者：宝石猫	奇幻·玄幻	120	319	http://185.163.45.196/18/ssyxs,bsm.rar ， http://45.138.97.38/18/ssyxs,bsm.rar
6160	《天鹏纵横》	作者：流浪的蛤蟆	武侠·仙侠	56	10	http://185.163.45.196/11/tpzh,lldhmT.rar ， http://45.138.97.38/11/tpzh,lldhmT.rar
10760	《剑灵》	作者：坏宝	奇幻·玄幻	85	247	http://185.163.45.196/18/jl,hb.rar ， http://45.138.97.38/18/jl,hb.rar
8186	《篡隋》	作者：风华爵士	历史·军事	38	10	http://185.163.45.196/12/cs,fhjsT.rar ， http://45.138.97.38/12/cs,fhjsT.rar
8110	《北宋小厨师》	作者：南希北庆	历史·军事	160	37	http://185.163.45.196/12/bsxcs,nxbqT.rar ， http://45.138.97.38/12/bsxcs,nxbqT.rar
5070	《血剑红尘》	作者：流云过处	武侠·仙侠	18	9	http://185.163.45.196/11/xjhc,lygcT.rar ， http://45.138.97.38/11/xjhc,lygcT.rar
10676	《最强的系统》	作者：新丰	奇幻·玄幻	258	447	http://185.163.45.196/18/zqdxt,xf.rar ， http://45.138.97.38/18/zqdxt,xf.rar
8063	《大明帝师》	作者：今晚又打老虎	历史·军事	48	18	http://185.163.45.196/12/dmds,jwydlhT.rar ， http://45.138.97.38/12/dmds,jwydlhT.rar
8494	《大宋佣兵》	作者：残杯浊酒	历史·军事	26	26	http://185.163.45.196/12/dsyb,cbzjT.rar ， http://45.138.97.38/12/dsyb,cbzjT.rar
8415	《明扬天下》	作者：何昊远	历史·军事	175	23	http://185.163.45.196/12/mytx,hhyT.rar ， http://45.138.97.38/12/mytx,hhyT.rar
8431	《我的明朝生涯》	作者：千斤顶	历史·军事	77	15	http://185.163.45.196/12/wdmcsy,qjdT.rar ， http://45.138.97.38/12/wdmcsy,qjdT.rar
10679	《破法之眼》	作者：吴杰超	奇幻·玄幻	366	102	http://185.163.45.196/18/pfzy,wjc.rar ， http://45.138.97.38/18/pfzy,wjc.rar
10874	《女总裁的功夫神医》	作者：坐墙等红杏	都市·娱乐	94	351	http://185.163.45.196/19/vzcdgfsy,zqdhx.rar ， http://45.138.97.38/19/vzcdgfsy,zqdhx.rar
5239	《都市邪主》	作者：洛雷	武侠·仙侠	31	47	http://185.163.45.196/11/dsxz,llT.rar ， http://45.138.97.38/11/dsxz,llT.rar
2110	《超级大航海》	作者：虾写	竞技·游戏	142	9	http://185.163.45.196/04/chaojidahanghai zuozhexiaxiet.rar ， http://45.138.97.38/04/chaojidahanghai zuozhexiaxiet.rar
10764	《无尽神器》	作者：道在不可见	奇幻·玄幻	142	211	http://185.163.45.196/18/wjsq,dzbkj.rar ， http://45.138.97.38/18/wjsq,dzbkj.rar
8085	《超陆权强国》	作者：战列舰	历史·军事	52	13	http://185.163.45.196/12/clqqg,zljT.rar ， http://45.138.97.38/12/clqqg,zljT.rar
8102	《大明海寇》	作者：寒风拂剑	历史·军事	104	20	http://185.163.45.196/12/dmhk,hffjT.rar ， http://45.138.97.38/12/dmhk,hffjT.rar
10827	《无间枭雄》	作者：走过青春岁月	都市·娱乐	139	71	http://185.163.45.196/18/wjxx,zgqcsy.rar ， http://45.138.97.38/18/wjxx,zgqcsy.rar
5478	《仙网》	作者：红硕	武侠·仙侠	49	22	http://185.163.45.196/11/xw,hsT.rar ， http://45.138.97.38/11/xw,hsT.rar
10680	《大主宰》	作者：天蚕土豆	奇幻·玄幻	897	2063	http://185.163.45.196/18/dzz,tctd.rar ， http://45.138.97.38/18/dzz,tctd.rar
10772	《焚天魂主》	作者：一土成二木	奇幻·玄幻	79	138	http://185.163.45.196/18/fthz,ytcem.rar ， http://45.138.97.38/18/fthz,ytcem.rar
2020	《网游之从头再来》	作者：网络黑侠	竞技·游戏	72	9	http://185.163.45.196/03/wangyouzhicongtouzailai zuozhewangluoheixiat.rar ， http://45.138.97.38/03/wangyouzhicongtouzailai zuozhewangluoheixiat.rar
5625	《灵骨》	作者：魏子	武侠·仙侠	14	31	http://185.163.45.196/11/lg,wzT.rar ， http://45.138.97.38/11/lg,wzT.rar
2034	《贼胆》	作者：发飙的蜗牛	竞技·游戏	219	11	http://185.163.45.196/03/zeidan zuozhefabiaodewoniut.rar ， http://45.138.97.38/03/zeidan zuozhefabiaodewoniut.rar
5570	《帝尊》	作者：宅猪	武侠·仙侠	656	56	http://185.163.45.196/11/dz,zzT.rar ， http://45.138.97.38/11/dz,zzT.rar
5457	《不朽丹神》	作者：胜己	武侠·仙侠	65	19	http://185.163.45.196/11/bxds,syT.rar ， http://45.138.97.38/11/bxds,syT.rar
6113	《莽荒纪》	作者：我吃西红柿	武侠·仙侠	668	107	http://185.163.45.196/11/mhj,wcxhsT.rar ， http://45.138.97.38/11/mhj,wcxhsT.rar
10835	《超自然大英雄》	作者：青狐妖	都市·娱乐	101	222	http://185.163.45.196/18/czrdyx,qhy.rar ， http://45.138.97.38/18/czrdyx,qhy.rar
2045	《网游之练级专家》	作者：发飙的蜗牛	竞技·游戏	118	15	http://185.163.45.196/04/wangyouzhilianjizhuanjia zuozhefabiaodewoniut.rar ， http://45.138.97.38/04/wangyouzhilianjizhuanjia zuozhefabiaodewoniut.rar
6059	《DNF之至尊机械》	作者：难得糊涂	竞技·游戏	31	26	http://185.163.45.196/03/dnfzzzjx,ndhtT.rar ， http://45.138.97.38/03/dnfzzzjx,ndhtT.rar
10689	《九天帝尊》	作者：娶猫的老鼠	奇幻·玄幻	101	370	http://185.163.45.196/18/jtdz,qmdls.rar ， http://45.138.97.38/18/jtdz,qmdls.rar
10816	《时光旅行者》	作者：上善若无水	都市·娱乐	145	182	http://185.163.45.196/18/sglxz,ssrws.rar ， http://45.138.97.38/18/sglxz,ssrws.rar
10754	《苍雷的剑姬》	作者：穿越众里的宅	奇幻·玄幻	187	426	http://185.163.45.196/18/cldjj,cyzldz.rar ， http://45.138.97.38/18/cldjj,cyzldz.rar
10860	《随身带着女神皇》	作者：火中物	都市·娱乐	388	218	http://185.163.45.196/19/ssdznsh,hzw.rar ， http://45.138.97.38/19/ssdznsh,hzw.rar
5879	《证魂道》	作者：典玄	武侠·仙侠	45	9	http://185.163.45.196/11/zhd,dxT.rar ， http://45.138.97.38/11/zhd,dxT.rar
10687	《雪鹰领主》	作者：我吃西红柿	奇幻·玄幻	821	525	http://185.163.45.196/18/xylz,wcxhs.rar ， http://45.138.97.38/18/xylz,wcxhs.rar
1918	《王朝之剑》	作者：边城浪子	竞技·游戏	73	9	http://185.163.45.196/03/wangchaozhijian zuozhebiancheng langzit.rar ， http://45.138.97.38/03/wangchaozhijian zuozhebiancheng langzit.rar
5278	《重生之绝色风流》	作者：大种马	武侠·仙侠	157	50	http://185.163.45.196/11/cszjsfl,dzmT.rar ， http://45.138.97.38/11/cszjsfl,dzmT.rar
10660	《异域雄心》	作者：暮看云	历史·军事	28	15	http://185.163.45.196/12/yyxx,mky.rar ， http://45.138.97.38/12/yyxx,mky.rar
5586	《仙机传承》	作者：展谦昂	武侠·仙侠	15	12	http://185.163.45.196/11/xjcc,zqaT.rar ， http://45.138.97.38/11/xjcc,zqaT.rar
7989	《极品大太监》	作者：今晚又打老虎	历史·军事	65	31	http://185.163.45.196/12/jpdtj,jwydlhT.rar ， http://45.138.97.38/12/jpdtj,jwydlhT.rar
10834	《烂片之王》	作者：何未满	都市·娱乐	78	384	http://185.163.45.196/18/lpzw,hwm.rar ， http://45.138.97.38/18/lpzw,hwm.rar
8560	《三国之席卷天下》	作者：君子毅	历史·军事	157	52	http://185.163.45.196/13/sgzxjtx,jzyT.rar ， http://45.138.97.38/13/sgzxjtx,jzyT.rar
10852	《华娱》	作者：二手男人当自强	都市·娱乐	82	170	http://185.163.45.196/19/hy,esnrdzq.rar ， http://45.138.97.38/19/hy,esnrdzq.rar
10866	《回到过去当女神》	作者：几人哀愁	都市·娱乐	125	471	http://185.163.45.196/19/hdgqdns,jrac.rar ， http://45.138.97.38/19/hdgqdns,jrac.rar
7196	《网游之帝皇归来》	作者：妖邪有泪	竞技·游戏	32	7	http://185.163.45.196/03/wyzdhgl,yxylT.rar ， http://45.138.97.38/03/wyzdhgl,yxylT.rar
1822	《猎网》	作者：虾写	竞技·游戏	143	16	http://185.163.45.196/03/liewang zuozhexiaxiet.rar ， http://45.138.97.38/03/liewang zuozhexiaxiet.rar
9748	《星河霸血》	作者：王袍	科幻·灵异	70	13	http://185.163.45.196/15/xhbx,wpT.rar ， http://45.138.97.38/15/xhbx,wpT.rar
2004	《最强游戏分身》	作者：一粒灰尘哟	竞技·游戏	44	27	http://185.163.45.196/03/zuiqiangyouxifenshen zuozheyilihuichenyot.rar ， http://45.138.97.38/03/zuiqiangyouxifenshen zuozheyilihuichenyot.rar
1988	《网游之帝王归来》	作者：妖邪有泪	竞技·游戏	29	12	http://185.163.45.196/03/wangyouzhidiwangguilai zuozheyaoxieyouleit.rar ， http://45.138.97.38/03/wangyouzhidiwangguilai zuozheyaoxieyouleit.rar
10859	《黑卡》	作者：萧瑟良	都市·娱乐	264	527	http://185.163.45.196/19/hk,xsl.rar ， http://45.138.97.38/19/hk,xsl.rar
2001	《独闯天涯》	作者：蝴蝶蓝	竞技·游戏	205	11	http://185.163.45.196/03/duchuangtianya zuozhehudielant.rar ， http://45.138.97.38/03/duchuangtianya zuozhehudielant.rar
1839	《网游之永生传奇》	作者：一剑临风	竞技·游戏	91	14	http://185.163.45.196/03/wangyouzhiyongshengchuanqi zuozheyijianlinfengt.rar ， http://45.138.97.38/03/wangyouzhiyongshengchuanqi zuozheyijianlinfengt.rar
2128	《门派养成日志》	作者：玄晴	竞技·游戏	43	16	http://185.163.45.196/04/menpaiyangchengrizhi zuozhexuanqingt.rar ， http://45.138.97.38/04/menpaiyangchengrizhi zuozhexuanqingt.rar
9619	《灵棺夜行》	作者：看门狗	科幻·灵异	32	10	http://185.163.45.196/15/lgyx,kmgT.rar ， http://45.138.97.38/15/lgyx,kmgT.rar
